Model Name,Release Year,Color,Series
1970 Plymouth Barracuda,2006,Blue,Mopar Madness
2018 Ford Mustang GT,2018,Blue,Muscle Mania
Bump Around,2018,Spectraflame Red,HW Fun Park
Dodge Viper SRT10 ACR,2015,White,HW Workshop - Drift Race
Ice Shredder,2017,Black,HW Daredevils
RRRoadster,2017,Red,Legends Of Speed
Rodger Dodger,2007,Specpink,Hot Wheels Classics Series 3
Rocket Raccoon,2018,Brown,Character Cars - Marvel Avengers Infinity War
'17 Ford GT,2018,Red,HW Exotics
2015 Ford Mustang GT,2018,Pearl White,HW Speed Graphics
Mad Splash,2016,White,HW Rescue
Super Volt,2015,Burgundy,HW City - Street Power
Blastous,2014,Red,HW Off-Road – HW Moto
Rev Rod,2016,Gold,Super Chromes
Tour De Fast,2016,Red,HW Games
C6 Corvette,2018,Metalflake Green,Tooned
Tarmac Attack,2017,Red,Tooned
Honda S2000,2015,White,HW City - Performance
Exotique,2018,Flat Blue,HW Exotics
Double Demon,2018,Purple,Dino Riders
Buns Of Steel,2018,White,Fast Foodie
Skull Shaker,2018,Metallic Green,Experimotors
Aristo Rat,2018,Metallic Red,HW Glow Wheels
Track Hammer,2018,Black,HW Robots
Audacious,2018,Black,Checkmate
'71 Porsche 911,2018,White,Nightburnerz
Aventador Miura Homage,2018,Red,HW Exotics
Beat All,2018,Transparent Pink,Street Beasts
Clear Speeder,2018,Transparent Orange,X-Raycers
El Viento,2018,Flat Green,X-Raycers
Baja Hauler,2018,Blue / Lime Green,HW Metro
Cyber Speeder,2018,Red,HW Glow Wheels
Custom Corvette,2018,Spectraflame Root Beer Brown,HWC Original 16 Series
Z-ROD,2018,Matte Black,Multipack Exclusive
'11 Dodge Charger R/T - Exclusive Decoration,2018,Metalflake Dark Red,Hot Wheels Gift Packs (9 Cars)
Corvette Stingray,2018,Purple,Hot Wheels Gift Packs (9 Cars)
1971 Plymouth GTX,2001,Green (Lime),2001 First Editions
Speed Machine,1996,Turquoise/Green Metallic,Street Eaters Series
Austin Healey,2001,Red,Mainline
'57 Chevy,1992,Turquoise,HW 1992
Mustang Mach I,1998,Yellow,1998 First Editions
Sol-Aire CX4,1999,White,Classic Games Series
Frontrunnin' Fairmont,1983,Metalflake Red,The Hot Ones
Nitrium,2013,Red,Mega Loop Mayhem
Lamborghini Countach,2017,White,Tooned
Aston Martin 1963 DB5,2018,Metallic Silver,HW Screen Time
'82 Supra,1988,Red/pink,Color Racers
Volkswagen Beetle,2018,Black,Checkmate
'68 Dodge Dart,2018,Blue,Multipack Exclusive
Torque Screw,2018,Red,Hot Wheels Gift Packs (9 Cars)
Sandivore,2018,Metalflake Dark Orange,HW Glow Wheels
Backdrafter,2017,Red,HW Rescue
Pedal Driver,2017,Blue,HW Ride-Ons
Batmobile,2018,Dark Grey,Batman Series
F-Racer,2017,Orange,Hot Wheels Gift Packs (9 Cars)
Gazella GT,2018,Silver Chrome,Super Chromes
Honda Odyssey,2016,White,HW Showroom
Wattzup,2016,Purple / Lime Green,HW Glow Wheels
Baja Bug,1988,Orange/Yellow,Color Racers
Straight Away,1972,Yellow,RRRumblers
Lamborghini Countach,2018,Black,Tooned
Formula Flashback,2017,Dark Green,Legends Of Speed
Super Van,2015,Metalflake White,HW City - Rescue
Collector's Button - '67 Dodge Charger,2008,As Shown,Hot Wheels Classics Series 4
Speedway Hauler,2017,Dark Blue,Super Rigs
Project Speeder,2017,Blue,Haulers - Bonus Car
Custom '67 Mustang,2018,Red,HW 50th Originals Collection
Collector's Button - Custom '67 Mustang,2018,As Shown,HW 50th Originals Collection
Collector's Button - 1968 Cougar,2018,As Shown,HW 50th Originals Collection
'57 Chevy,1996,Metal Flake Purple,1996 Treasure Hunt Series
School Busted,2010,Orange,Larry's Garage
School Busted,2010,Metalflake Purple,Larry's Garage
School Busted,2010,Yellow,Larry's Garage
X-Wing Fighter Red Five,2018,White,Star Wars - Starships
Imperial Tie Fighter,2018,Grey,Star Wars - Starships
Imperial Star Destroyer,2018,Grey,Star Wars - Starships
Darth Vader,2017,Black,Character Cars - Star Wars All Terrain
Chewbacca,2017,Brown,Character Cars - Star Wars All Terrain
Han Solo,2018,Blue,Character Cars - Star Wars All Terrain
Groot Hauler,2018,Brown,Character Cars - Marvel Guardians Of The Galaxy
'31 Doozie,1978,Orange/Lt Brown,Oldies But Goodies
Jeep CJ-7,1989,Lt Yellow/ Green,Color Racers
Camaro Z-28,1988,Pink,Color Racers
Bazoomka,2018,Blue & Red,HW Fun Park
'15 Ford F-150,2016,Blue,HW Hot Trucks
Mercedes 500SL,1995,Neon Yellow,Auto-City/Corgi
'67 Camaro,1995,Metalflake Dark Red,Chevy 5 Pack
'67 Camaro,1983,Metalflake Lime/black Roof,15th Anniversary Belt Buckle 3 Pack
Torino Stocker,1977,Red,Thrill Drivers Corckscrew Set
Torino Stocker,1977,White,Thrill Drivers Corckscrew Set
'55 Nomad,1991,Flour Orange,California Customs
'56 Hi-tail Hauler,1978,Lt Blue Enamel,1978 Hot Wheels
'40's Woodie,1982,Enamel Blue,Hi-Rakers
'40's Woodie,1990,Turquoise/pink,California Customs
Lamborghini Countach,1993,White,Revealers
Corvette Grand Sport Roadster,2018,Blue,HW 50th Race Team
Nissan Fairlady Z,2018,Red,HW Speed Graphics
Sheriff Patrol,1990,Black,1990 Hot Wheels
"Shelby Cobra ""Daytona"" Coupe",2013,Spectrafrost Blue,Cool Classics - Series 1
Drivin' Wild,2018,Teal Green,Super Rigs
Nitro Doorslammer,2018,Yellow,Haulers - Bonus Car
Rally Cat,2018,Metallic Lime Green,HW Daredevils
'71 El Camino,2015,Black,HW City - Performance
El Viento,2017,Red,Experimotors
Super Stinger,2018,Purple,Street Beasts
CCM Country Club Muscle,2017,Red,Muscle Mania
Fairlady 2000,2017,Light Yellow,Legends Of Speed
Zoom In,2018,Black,Experimotors
Wallet,1983,As Shown,1983 Hot Wheels
Higher Education,2015,Yellow,Monster Jam
'66 Nova,2018,White,Hot Wheels Gift Packs (9 Cars)
Salt Shaker,2018,Chrome,Hot Wheels Gift Packs (9 Cars)
Street Creeper,2018,Metallic Green,Multipack Exclusive
16 Angels,2018,Pearl Green,Hot Wheels Gift Packs (9 Cars)
Corvette Grand Sport Roadster,2018,Blue,HW 50th Race Team
Bullet Proof,2018,Clear Blue,X-Raycers
Bedlam,2018,Pearl Blue,Multipack Exclusive
Large And In Charger,2012,Metallic Pink,The Hot Ones
Baja Breaker,2007,Metallic Pink,Flying Customs
'57 Chevy Bel Air,2009,Metallic Pink,Larry's Garage
'57 Chevy Bel Air,2009,Metallic Pink,Larry's Garage
'40 Ford Convertible,2000,Blue / White Roof,Cool Collectibles
'65 Ford Ranchero,2013,Metallic Black,Multipack Exclusive
Mega-Duty,2010,Green,Color Shifters
Kroger Tide Car,2001,"Orange, Whie, Yellow",Hotwheels Racing
'63 Chevy II,2018,Metalflake Green,HW Flames
Ferrari 288 GTO,2009,Red,2009 Ferrari Racer
'71 Maverick Grabber,2010,Gold,2010 New Models
Nissan Fairlady Z,2018,Red,HW Speed Graphics
Fast Master,2018,Matte Blue,HW 50th Race Team
'15 Mercedes-AMG GT,2018,"Metallic, Lime Green",Nightburnerz
Aventador Miura Homage,2018,Red,HW Exotics
'17 Pagani Huayra Roadster,2018,Metallic Dark Red,HW Exotics
'69 Camaro Convertible,2009,Spectraflame Green,Connect Cars
Custom Camaro,2017,Spectraflame Blue,RLC Original 16
Volkswagen Caddy,2018,Pearl White,HW Hot Trucks 5-Pack
Custom '56 Ford Truck,2018,Metal Flake Dark Blue,HW Hot Trucks 5-Pack
Sandblaster,2018,Silver,HW Hot Trucks 5-Pack
'67 Chevy C10,2018,Red,HW Hot Trucks 5-Pack
2007 Chevy Silverado,2018,Green,HW Hot Trucks 5-Pack
Custom Ford Maverick,2018,Metalflake Dark Blue,Factory Fresh
Lamborghini Countach Pace Car,2018,Red,HW Exotics
'69 Ford Torino Talladega,2016,Blue,HW Speed Graphics
Fairlady 2000,2018,Red,Red Edition
Custom '53 Chevy,2018,White,Red Edition
'15 Dodge Challenger SRT,2018,White,Red Edition
Bone Shaker,2018,Blue,HW 50th Race Team
'69 Corvette,2006,Yellow,2006 First Editions
'69 Corvette ZL-1,2009,Blue,Dream Garage '09
'69 Corvette ZL-1,2009,Metallic Red,Dream Garage '09
'70 Pontiac Firebird,2018,Blue,HW 50th Race Team
'18 Camaro SS,2018,Blue,Muscle Mania
VW Bug,2002,Metallic Purple,2nd Annual Hot Wheels Collector's Nationals
Nissan Skyline,2007,Metallic Copper And Silver,T-Hunt
Bone Shaker,2007,Metallic Blue,Street Show
Mustang Mach 1,2018,White,Multipack Exclusive
'49 Ford F1,2018,Metalflake Blue,HW Flames
Porsche 917 LH,2018,White,Legends Of Speed
Dodge Charger Daytona,2018,Red,Muscle Mania
Han Solo,2018,Brown,Character Cars - Star Wars
IG-88,2018,Steel,Character Cars - Star Wars The Last Jedi
'67 Camaro,1995,Black,Greater Seattle Toy Show
'10 Pro Stock Camaro,2010,Light Brown,Pop Culture Looney Tunes
1967 Camaro,2002,Blue,Motor City Classics
'69 Camaro,2008,White,Larry's Garage
Volkswagen New Beetle Cup,2005,Metalflake Blue,2005 Hot Wheels
Baja Beetle,2007,Metallic Orange,Classics
Stocker Smasher,1983,Red,Crack-Ups
Hood Basher,1985,Maroon,Crack-Ups
Back Biter,1986,Maroon,Crack-Ups
'57 Chevy,1995,Dark Metallic Blue,Steel Stamp Series
'55 Chevy Nomad,2008,Metallic Silver,Since '68 - Top 40
'57 Chevy Bel Air,2010,Silver And Black,HW Performance '10
'57 Chevy,2003,Red,Rockin' Rods
'56 Nomad,2006,Metallic Red,Ultra Hots
'16 Mercedes-AMG GT3,2018,Metallic Silver,Legends Of Speed
Flash Drive,2017,Black,Legends Of Speed
Head Starter,2017,Red,Tooned
'55 Chevy,1986,Red / White,Speed Fleet
1970 Plymouth Roadrunner,2005,Spectraflame Pink,Hot Wheels Classics Series 1
1965 Mustang,2006,Spectraflame Steel Blue,Hot Wheels Classics Series 2
1965 Mustang,2006,Spectraflame Green,Hot Wheels Classics Series 2
Scorchin' Scooter,2001,Pink,2001 National Barbie Convention
Monster Truck,2003,Black,Hot Wheels Atomix
MS-T Suzuka (Micro),2003,Green,Hot Wheels Atomix - Justice League
Muscle Tone - Superman (Micro),2003,Blue,Hot Wheels Atomix - Justice League
Batmobile - Micro,2003,Black,Hot Wheels Atomix - Justice League
Roadster - Micro,2003,Black,Hot Wheels Atomix
MS-T Suzuka (Micro),2003,Black,Hot Wheels Atomix
Speed Blaster - Micro,2003,Green,Hot Wheels Atomix
Vulture Roadster - Micro,2003,Black,Hot Wheels Atomix
X-Steam,2018,SIlver Chrome With Brown Engine,Super Chromes
Tantrum,2006,Light Purple,Easter Egg-Clusives
Terrain Storm,2017,Teal,HW Snow Stormers
'86 Monte Carlo SS,2015,Black,HW Workshop - Muscle Mania
2005 Ford Mustang GT,2014,Burgundy,2014 Color Shifters
2016 BMW M2,2018,Red,Factory Fresh
King Kuda,2018,Black,Checkmate
Strato Stormer,2016,"Yellow, Black & SilverBlack Stars",HW City
'18 Camaro SS,2018,Metallic Orange,Muscle Mania
Custom '67 Pontiac Firebird,2018,Zamac,HW Flames
Green Arrow,2016,Metalflake Green,Character Cars - DC Comics
Batman Hot Rod,2016,Metallic Blue & Gold Chrome,Character Cars - DC Comics
'67 Pontiac Firebird 400,2010,Olive Green,2010 New Models
Twinduction,2018,Matte Blue,Themed Entertainment - Star Wars
Fandango,2018,Metallic Brown,Themed Entertainment - Star Wars
Peterbilt Dump Truck,1996,Red,1996 Hot Wheels
Bully Goat,2018,Baby Blue,Themed Entertainment - Star Wars
Barbaric,2018,Matte Orange,Themed Entertainment - Star Wars
Quick N' Sik,2018,Pearl White,Themed Entertainment - Star Wars
Nitro Doorslammer,2018,Metallic Red,Themed Entertainment - Star Wars
Deora II,2018,Matte Green,Themed Entertainment - Star Wars
Mad Manga,2018,Matte Red,Themed Entertainment - Star Wars
Batman: The Animated Series,2018,Black,Batman
Tesla Model X,2018,Silver,HW Metro
'32 Ford,2018,Green,HW Flames
Mach Speeder,2018,Red,Legends Of Speed
Custom '59 Cadillac,2003,Metallic Orange With Gold Flakes,Pride Rides
'07 Cadillac Escalade,2007,Dark Blue,2006 World Wrestling Entertainment Series
Mustang Mach I,2009,Metallic Purple,Rebel Rides
Hyundai Tiburon,2007,Black,Promo
Reverb,2007,Green,WWE Series
'65 Pontiac GTO,2012,Metalflake Teal,Mystery Models
Camaro Convertible,2012,Metalflake Orange,Mystery Models
Ford Mustang GT Concept,2012,Yellow,Mystery Models
Bedlam,2013,Yellow,Test Track 5-Pack
'11 Dodge Charger R/T,2014,Matte Grey,Police Pursuit 5-Pack
'07 Chevy Tahoe,2018,Pearl Blue,Fast Responders 5-Pack
Flash Drive,2018,Chrome,Red Edition
X-Trayn,2018,Green,Super Rigs
Turbobike,2018,Yellow,Moto Cycles
Lamborghini Huracan LP 620-2 Super Trofeo,2018,Orange,HW Exotics
2015 Ford Mustang GT Convertible,2018,Black,Muscle Mania
'16 Honda Civic Type R,2018,Metalflake Blue,HW Speed Graphics
Humvee,2018,Blue,Dino Riders
'32 Ford,2018,Green,HW Flames
Dodge Charger Daytona,2018,Sky Blue,Muscle Mania
'17 Ford GT,2018,Red,HW Exotics
Jordan,2000,Yellow,McDonalds Formula 1 Racing
'71 Ford Mustang Mach I,2010,White,Larry's Garage
'17 Pagani Huayra Roadster,2018,Dark Red Mettalic,HW Exotics
'12 Ford Fiesta,2018,White,Checkmate
King Kuda,2018,Spectraflame Black,Checkmate
'67 Camaro,2004,White,Holiday Rods
'67 Camaro,2004,Spectraflame Red,Holiday Rods
'67 Camaro,2004,Spectraflame Blue,Holiday Rods
'67 Camaro,2004,Spectraflame Green,Holiday Rods
Rumble Road,2018,Yellow,Super Rigs
Hulkbuster 2.0,2017,Red - Gold,Character Cars - Marvel Avengers Infinity War
Spider-Man,2017,Red - Blue,Character Cars - Marvel
Lamborghini Huracan LP 620-2 Super Trofeo,2018,Orange,HW Exotics
Turbot,2018,Metallic Orange,HW Robots
Bullet Proof,2018,Transparent Blue,X-Raycers
Time Shifter,2018,Metallic Burnt Orange,HW Metro
Hover & Out,2018,Purple & Transparent Blue,X-Raycers
Hi-Beam,2018,Metallic Green,HW Glow Wheels
Sandivore,2018,Blue,HW Glow Wheels
Hollowback,2018,Purple,HW Glow Wheels
Hollowback,2018,Purple,HW Glow Wheels
Chill Mill,2016,Light Blue,HW City Works
'80s Firebird,1992,White,Heroes On Hot Wheels
'70 Ford Escort RS1600,2018,It Is Spectraflame Blue With With White And Orange Stripes.,HW 50th Race Team
The Dark Knight Batmobile,2016,Black,Batman
Double Demon,2018,Purple,Hot Wheels Gift Packs (9 Cars)
Rigor Motor,2018,Green,Multipack Exclusive
Cyber Speeder,2018,Red,Hot Wheels Gift Packs (9 Cars)
'15 Jaguar F-TYPE Project 7,2018,Metallic Light Blue,Hot Wheels Gift Packs (9 Cars)
'67 Austin Mini Van,2013,"White , Red , Black",Pop Culture - DC Comics
'63 Studebaker Champ,2013,Red With White Roof,Pop Culture - DC Comics
Bone Shaker,2018,Blue,HW 50th Race Team
Fast Master,2018,Blue,HW 50th Race Team
RD-08,2009,Orange,Racing Rigs
'86 Monte Carlo SS,2018,Metalflake Flat Gray,Themed Assortment - 50th Anniversary Throwback Series 1
'66 Nova,2018,Grey,Hot Wheels Gift Packs (9 Cars)
Datsun 240Z,2018,Spectraflame Red,HWC Exclusive
Double Duty - Camaro Z28,1991,Olive,ConVertAbles - Hot Rods
Hooligan,2007,Flat Green,Clover Cars
Thunderburner,1989,Yellow,Color Racers
Morris Mini,2018,Midnight Blue,Nightburnerz
Baja Bone Shaker,2017,Orange,HW Daredevils
Dodge Viper SRT10 ACR,2017,Light Blue,Nightburnerz
HW450F,2011,Red,Team Hot Wheels 5-pack
Custom Ford Bronco,2013,Matte Black,Stunt Circuit 5-pack
24/Seven,2008,Metalflake Burnt Orange,Customizers Corner Shop 5-Pack
Fast Fish,2011,Yellow,Racer Rigs - Muscle Mania
'83 Chevy Silverado,2018,Red,Themed Assortment - 50th Anniversary Throwback Series 1
Batman: The Animated Series,2018,Black,Batman
Dodge Viper RT/10,2018,White,Themed Assortment - 50th Anniversary Throwback Series 1
Hover Storm,2017,Black,HW Rescue
'17 Ford F-150 Raptor,2017,Metalflake Dark Red,HW Hot Trucks
Chill Mill,2018,ZAMAC,HW Fun Park
King Krunch,2018,Blue,Monster Jam - Flashback
Backdraft,2018,Red,Monster Jam - Tour Favorites
Grave Digger The Legend,2018,Silver,Monster Jam - Tour Favorites
Metal Mulisha,2018,Black,Monster Jam - Tour Favorites
Carolina Crusher,2018,Red,Monster Jam - Epic Additions
The Mad Scientist,2018,Blue,Monster Jam - Epic Additions
Megalodon,2018,Blue,Monster Jam - Epic Additions
'99 Ford Mustang,2018,Black,Themed Assortment - 50th Anniversary Throwback Series 1
Custom Volkswagen Beetle,2010,Magenta,Cool 'N Custom 5-pack
Hammer Sled,2010,White,Cool 'N Custom 5-pack
'32 Ford,2015,Metalflake Green,Flashfire 5-Pack
'12 Ford Fiesta,2012,Bright Yellow,Daredevil Racers 5-pack
2016 Ford GT Race,2018,Orange,Legends Of Speed
Nissan Skyline GT-R (R34),2016,Red,Night Burnerz
Datsun 240Z,2015,Black,HW Workshop - Then And Now
Mercedes-Benz 500 SL,1997,Metalflake Grey,Cabriolet Series
Fast Responders 5-Pack,2018,Mixed,Hot Wheels 5-Pack
Rescue Ranger,2009,White / Red,Colour Shifters
Airplane,2000,Silver Body W/ Black Wings,McDonalds Happy Meals
Humvee,2018,Cornflower Blue,Dino Riders
Buns Of Steel,2018,White,Fast Foodie
Time Shifter,2018,Metallic Burnt Orange,HW Metro
'18 Camaro SS,2018,Blue,Muscle Mania
'12 Ford Fiesta,2018,White,Checkmate
King Kuda,2018,Black,Checkmate
3-Window '34,1998,Orange,1998 Treasure Hunts
'70 Chevelle SS Wagon,2018,Metal Flake Green,HW Daredevils
1996 Mustang GT,1996,Metallic Red,1996 First Editions
2009 Ford F-150,2018,Blue,HW 50th Race Team
'07 Cadillac Escalade,2009,Red,Colour Shifters
DMC Delorean,2018,Silver,Factory Fresh
'14 Corvette Stingray,2018,Pink,HW Screen Time
'69 Camaro Z28,2018,Metal Flake Black,HW Art Cars
2017 Camaro ZL1,2018,Metalflake Green,Muscle Mania
HW Poppa Wheelie,2016,Silver Chrome,Super Chromes
'68 Dodge Dart,2014,Metalflake Grey,HW Workshop - Heat Fleet
Ryura LX,2015,Orange,HW Workshop - Night Burnerz
Vulture,2015,Blue,Hot Wheels Gift Packs (9 Cars)
Zotic,2015,Spectrafrost Blue,Hot Wheels Gift Packs (9 Cars)
Ettorium,2015,Teal Green,Hot Wheels Gift Packs (9 Cars)
Blvd. Bruiser,2015,Black,Hot Wheels Gift Packs (9 Cars)
Nerve Hammer,2015,Clear Red & Clear,Hot Wheels Gift Packs (9 Cars)
Vandetta,2016,Translucent Purple,X-Raycers
'71 Dodge Charger,2015,Green,Hot Wheels Gift Packs (9 Cars)
F1 Racer,2015,Yellow,Hot Wheels Gift Packs (9 Cars)
Mega-Duty,2011,Yellow,Colour Shifters
Camaro Z28,1989,Orange,Park 'n Plates
Dairy Delivery,2007,Metalflake Black,Street Show
Ferrari 599 GTB,2011,Red,Ferrari 5-pack
Dairy Delivery,2010,Tan,Hot Wheels Delivery - Slick Rides
Velocita,2018,White,Checkmate
'07 Ford Mustang,2018,White,Checkmate
'32 Ford,2018,Green,HW Flames
'17 Audi RS 6 Avant,2018,Red,Factory Fresh
'87 Dodge D100,2018,White,HW Hot Trucks
'70 Pontiac GTO,2009,Spectraflame Magenta,Hot Wheels Classics Series 5
Track Ripper,2022,Turquoise,Spoiler Alert
Baja Bug - Micro,1989,Pink Chrome,Micro Chroma Racers
'80s Corvette - Micro,1989,Chrome,Micro Chroma Racers
Split Window '63 Corvette - Micro,1989,Chrome,Micro Chroma Racers
'57 Chevy - Micro,1989,Light Blue Chrome,Micro Chroma Racers
Ferrari Testarossa - Micro,1989,Chrome,Micro Chroma Racers
Porsche 911 - Micro,1989,Light Blue Chrome,Micro Chroma Racers
'80s Camaro - Micro,1989,Gold Chrome,Micro Chroma Racers
Porsche 959 - Micro,1989,Gold Chrome,Micro Chroma Racers
Collector's Button - '67 HEMI Barracuda,2018,As Shown,HW 50th Originals Collection
Monster Vette - Micro,1989,Light Blue Chrome,Micro Chroma Racers
'96 Nissan 180SX Type X,2018,Black,Nightburnerz
King Kuda,2018,Black,Checkmate
Ice Shredder,2016,Silver,HW Snow Stormers
'69 Chevelle SS 396,2017,Yellow,Muscle Mania
Mad Manga - Bonus Car,2018,Black,Haulers - Galactic Express
Galactic Express,2018,Black & Red,Super Rigs
Volkswagen Beetle,2018,Black,Checkmate
Howlin' Heat,2017,Metalflake Dark Blue,Street Beasts
'69 Dodge Charger 500,2017,Yellow,Muscle Mania
Collector's Button - Volkswagen Beetle,2018,As Shown,HW 50th Originals Collection
Camaro Z28,2009,White,Cop Rods
'97 Corvette,2001,Spectraflame Blue,Motor City Hot Wheelers
'62 Corvette,2008,Chrome,Hot Wheels Classics Series 5
Spector,2018,Zamac & Purple,HW Robots
Fiat 500,2018,"Silver, Blue, Orange",HW DAREDEVILS
'12 Ford Fiesta,2018,White,Checkmate
Off-Duty,2017,Orange,HW Rescue
'15 Ford F-150,2015,Silver Grey,HW Off-Road - Hot Trucks
Bonus Keychain - Bone Shaker,2010,As Shown,Keys To Speed - Instant Win Game
'70 Plymouth Road Runner,2002,Flat Black/Orange/Yellow,World Race
'57 Plymouth Fury,2018,Green,Themed Entertainment - Disney Mickey Mouse
'32 Ford,2018,Grey,Themed Entertainment - Disney Mickey Mouse
Fast 4WD,2018,White,Checkmate
Mega-Duty,2015,Orange / Yellow,City - Color Shifters
Lamborghini Countach Pace Car,2018,Red,HW Exotics
Double Demon,2017,Orange,Street Beasts
Datsun 620,2014,Red,HW Off-Road - Hot Trucks
Zoom In,2018,Black,Experimotors
Flame Runner,1990,Olive,Color Changers
'80s Corvette,2000,Yellow,World Tour 5-Pack
Mach Speeder,2018,White,Legends Of Speed
Ice Shredder,2016,Red,HW Snow Stormers
Chevrolet SS,2014,Blue,HW Workshop - All Stars
Collector's Button - '67 Camaro,2018,As Shown,HW 50th Originals Collection
Firebird,1989,White & Black,Flashmagic FLIPPERS
No Name Given,1989,As Shown,Flashmagic FLIPPERS
Custom '62 Chevy Pickup,2016,Green Metallic,Hot Wheels 3
Solid Muscle,2018,Flat Black,HW Hot Trucks
Pedal Driver,2016,Black,HW Ride-Ons
Datsun 620,2017,White,HW Hot Trucks
Mad Propz,2018,Yellow,HW Daredevils
HW450F,2018,Red & Orange,HW Daredevils
Bogzilla,2018,Red,HW Ride-Ons
Motosaurus,2018,Grey,Dino Riders
Ford Focus RS,2018,Blue,HW Art Cars
Quick Bite,2018,Metalflake Dark Green,Fast Foodie
Shark Bite,2018,Black,Street Beasts
Solar Reflex,2018,Pearl Yellow,HW Glow Wheels
Lamborghini Huracan LP 620-2 Super Trofeo,2018,Orange,HW Exotics
'69 Chevelle,2018,Transparent Red,X-Raycers
Hi-Roller,2018,Clear & Transparent Blue,X-Raycers
'69 Mercury Cougar Eliminator,2011,Metalflake Green,Holiday Hot Rods 5-Pack
Rivited,2015,Dark Metallic Grey,Hot Wheels Gift Packs (9 Cars)
'68 COPO Camaro,2016,Black,Hot Wheels Gift Packs (9 Cars)
'68 Plymouth Barracuda Formula S,2016,Pearl Pink,Hot Wheels Gift Packs (9 Cars)
'65 Pontiac GTO,2009,White,Connect Cars
'65 Ford Mustang Convertible,2018,Pearl White,HW Flames 5-Pack
'69 Mercury Cougar Eliminator,2018,Yellow,HW Flames 5-Pack
Custom '62 Chevy Pickup,2018,Matte Black,HW Flames 5-Pack
